Species_1,Kingdom_1,Interaction_type,Species_2,Kingdom_2
Accipiter gentilis,Animal,eats,Sylvia atricapilla,Animal
Martes,Animal,eats,Prunella modularis,Animal
Garrulus glandarius,Animal,eats,Phylloscopus collybita,Animal
Asio otus,Animal,eats,Fringilla coelebs,Animal
Prunella modularis,Animal,eatenBy,Martes,Animal
Martes,Animal,eats,Hippolais icterina,Animal
Turdus merula,Animal,eatenBy,Sciurus vulgaris,Animal
Emberiza citrinella,Animal,eatenBy,Felis catus,Animal
Fringilla coelebs,Animal,eatenBy,Martes,Animal
Martes martes,Animal,eats,Sylvia atricapilla,Animal
Lanius collurio,Animal,eats,Emberiza citrinella,Animal
Accipiter nisus,Animal,eats,Turdus philomelos,Animal
Garrulus glandarius,Animal,eatenBy,Martes,Animal
Garrulus glandarius,Animal,eats,Prunella modularis,Animal
Mustela,Animal,eats,Phylloscopus collybita,Animal
Martes martes,Animal,eats,Turdus merula,Animal
Sylvia borin,Animal,eatenBy,Martes,Animal
Prunella modularis,Animal,eatenBy,Martes,Animal
Hippolais icterina,Animal,eatenBy,Martes,Animal
Turdus merula,Animal,eatenBy,Buteo buteo,Animal
Martes martes,Animal,eats,Sylvia borin,Animal
Turdus merula,Animal,eatenBy,Martes,Animal
Dendrocopos major,Animal,eats,Turdus merula,Animal
Phylloscopus collybita,Animal,eatenBy,Mustela putorius,Animal
Sylvia atricapilla,Animal,eatenBy,Sciurus vulgaris,Animal
Sylvia borin,Animal,eatenBy,Martes martes,Animal
Garrulus glandarius,Animal,eats,Phylloscopus collybita,Animal
Turdus merula,Animal,eatenBy,Dendrocopos major,Animal
Sylvia atricapilla,Animal,eatenBy,Martes,Animal
Turdus philomelos,Animal,eatenBy,Dendrocopos major,Animal
Sciurus vulgaris,Animal,eats,Sylvia atricapilla,Animal
Dendrocopos major,Animal,eats,Sylvia atricapilla,Animal
Fringilla coelebs,Animal,eatenBy,Martes,Animal
Buteo buteo,Animal,eats,Turdus merula,Animal
Meles meles,Animal,eats,Emberiza citrinella,Animal
Sylvia atricapilla,Animal,eatenBy,Accipiter gentilis,Animal
Garrulus glandarius,Animal,eats,Turdus merula,Animal
Sciurus vulgaris,Animal,eats,Turdus merula,Animal
Turdus philomelos,Animal,eatenBy,Martes martes,Animal
Garrulus glandarius,Animal,eats,Fringilla coelebs,Animal
Dendrocopos major,Animal,eats,Carduelis carduelis,Animal
Martes martes,Animal,eats,Prunella modularis,Animal
Martes,Animal,eats,Sylvia atricapilla,Animal
Turdus merula,Animal,eatenBy,Accipiter nisus,Animal
Garrulus glandarius,Animal,eats,Emberiza citrinella,Animal
Sylvia atricapilla,Animal,eatenBy,Buteo buteo,Animal
Prunella modularis,Animal,eatenBy,Martes martes,Animal
Garrulus glandarius,Animal,eats,Emberiza citrinella,Animal
Phylloscopus collybita,Animal,eatenBy,Mustela,Animal
Martes,Animal,eats,Acrocephalus palustris,Animal
Sylvia atricapilla,Animal,eatenBy,Felis catus,Animal
Garrulus glandarius,Animal,eats,Prunella modularis,Animal
Sciurus vulgaris,Animal,eats,Hippolais icterina,Animal
Martes,Animal,eats,Prunella modularis,Animal
Pica pica,Animal,eats,Turdus merula,Animal
Martes foina,Animal,eats,Turdus philomelos,Animal
Phylloscopus collybita,Animal,eatenBy,Mustela,Animal
Martes martes,Animal,eats,Turdus philomelos,Animal
Hippolais icterina,Animal,eatenBy,Martes martes,Animal
Turdus philomelos,Animal,eatenBy,Buteo buteo,Animal
Sylvia atricapilla,Animal,eatenBy,Pernis apivorus,Animal
Buteo buteo,Animal,eats,Turdus philomelos,Animal
Pernis apivorus,Animal,eats,Sylvia atricapilla,Animal
Turdus merula,Animal,eatenBy,Garrulus glandarius,Animal
Vulpes vulpes,Animal,eats,Sylvia atricapilla,Animal
Turdus philomelos,Animal,eatenBy,Buteo buteo,Animal
Buteo buteo,Animal,eats,Sylvia atricapilla,Animal
Turdus merula,Animal,eatenBy,Corvus cornix,Animal
Felis catus,Animal,eats,Sylvia atricapilla,Animal
Mustela,Animal,eats,Phylloscopus collybita,Animal
Sylvia atricapilla,Animal,eatenBy,Buteo buteo,Animal
Sylvia atricapilla,Animal,eatenBy,Martes martes,Animal
Sylvia borin,Animal,eatenBy,Martes martes,Animal
Garrulus glandarius,Animal,eats,Turdus philomelos,Animal
Dendrocopos major,Animal,eats,Sylvia atricapilla,Animal
Sciurus vulgaris,Animal,eats,Fringilla coelebs,Animal
Turdus philomelos,Animal,eatenBy,Martes,Animal
Buteo buteo,Animal,eats,Turdus philomelos,Animal
Erinaceus,Animal,eats,Phylloscopus collybita,Animal
Phylloscopus collybita,Animal,eatenBy,Mustela nivalis,Animal
Phylloscopus collybita,Animal,eatenBy,Erinaceus,Animal
Martes,Animal,eats,Turdus philomelos,Animal
Fringilla coelebs,Animal,eatenBy,Garrulus glandarius,Animal
Martes martes,Animal,eats,Sylvia borin,Animal
Luscinia megarhynchos,Animal,eatenBy,Martes,Animal
Buteo buteo,Animal,eats,Sylvia atricapilla,Animal
Turdus merula,Animal,eatenBy,Pica pica,Animal
Turdus philomelos,Animal,eatenBy,Martes martes,Animal
Emberiza citrinella,Animal,eatenBy,Martes,Animal
Prunella modularis,Animal,eatenBy,Garrulus glandarius,Animal
Dendrocopos major,Animal,eats,Carduelis carduelis,Animal
Turdus philomelos,Animal,eatenBy,Mustela,Animal
Hippolais icterina,Animal,eatenBy,Sciurus vulgaris,Animal
Sylvia atricapilla,Animal,eatenBy,Dendrocopos major,Animal
Buteo buteo,Animal,eats,Emberiza citrinella,Animal
Emberiza citrinella,Animal,eatenBy,Neogale vison,Animal
Turdus philomelos,Animal,eatenBy,Mustela,Animal
Martes,Animal,eats,Luscinia megarhynchos,Animal
Mustela putorius,Animal,eats,Phylloscopus collybita,Animal
Turdus philomelos,Animal,eatenBy,Martes foina,Animal
Turdus merula,Animal,eatenBy,Buteo buteo,Animal
Sylvia atricapilla,Animal,eatenBy,Martes,Animal
Phylloscopus collybita,Animal,eatenBy,Garrulus glandarius,Animal
Hippolais icterina,Animal,eatenBy,Sciurus vulgaris,Animal
Sylvia atricapilla,Animal,eatenBy,Martes martes,Animal
Martes martes,Animal,eats,Hippolais icterina,Animal
Martes martes,Animal,eats,Sylvia atricapilla,Animal
Turdus philomelos,Animal,eatenBy,Pica pica,Animal
Fringilla coelebs,Animal,eatenBy,Garrulus glandarius,Animal
Turdus philomelos,Animal,eatenBy,Martes,Animal
Fringilla coelebs,Animal,eatenBy,Dendrocopos major,Animal
Carduelis carduelis,Animal,eatenBy,Dendrocopos major,Animal
Sylvia atricapilla,Animal,eatenBy,Lanius collurio,Animal
Dendrocopos major,Animal,eats,Fringilla coelebs,Animal
Garrulus glandarius,Animal,eats,Fringilla coelebs,Animal
Fringilla coelebs,Animal,eatenBy,Sciurus vulgaris,Animal
Acrocephalus palustris,Animal,eatenBy,Martes,Animal
Garrulus glandarius,Animal,eats,Turdus philomelos,Animal
Martes,Animal,eats,Hippolais icterina,Animal
Strix aluco,Animal,eats,Sylvia atricapilla,Animal
Martes,Animal,eats,Acrocephalus palustris,Animal
Hippolais icterina,Animal,eatenBy,Martes,Animal
Emberiza citrinella,Animal,eatenBy,Garrulus glandarius,Animal
Emberiza citrinella,Animal,eatenBy,Buteo buteo,Animal
Martes,Animal,eats,Garrulus glandarius,Animal
Martes,Animal,eats,Turdus merula,Animal
Felis catus,Animal,eats,Emberiza citrinella,Animal
Neogale vison,Animal,eats,Emberiza citrinella,Animal
Carduelis carduelis,Animal,eatenBy,Dendrocopos major,Animal
Garrulus glandarius,Animal,eats,Turdus merula,Animal
Turdus merula,Animal,eatenBy,Martes martes,Animal
Mustela,Animal,eats,Turdus philomelos,Animal
Sylvia atricapilla,Animal,eatenBy,Garrulus glandarius,Animal
Lanius collurio,Animal,eats,Sylvia atricapilla,Animal
Sylvia atricapilla,Animal,eatenBy,Garrulus glandarius,Animal
Buteo buteo,Animal,eats,Turdus merula,Animal
Buteo buteo,Animal,eats,Emberiza citrinella,Animal
Dendrocopos major,Animal,eats,Turdus philomelos,Animal
Fringilla coelebs,Animal,eatenBy,Dendrocopos major,Animal
Lanius collurio,Animal,eats,Sylvia borin,Animal
Parus major,Animal,eats,Operophtera,Animal
Parus major,Animal,eats,Amphipyra,Animal
Amphipyra,Animal,eatenBy,Parus major,Animal
Operophtera,Animal,eatenBy,Parus major,Animal
Parus major,Animal,eats,Erannis,Animal
Erannis,Animal,eatenBy,Parus major,Animal
Plantago,Plant,flowersVisitedBy,Bombus terrestris,Animal
Rhinanthus,Plant,flowersVisitedBy,Bombus terrestris,Animal
Centaurea,Plant,flowersVisitedBy,Bombus terrestris,Animal
Tilia,Plant,flowersVisitedBy,Bombus terrestris,Animal
Campanula,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Brassicaceae,Plant
Bombus terrestris,Animal,visitsFlowersOf,Aesculus,Plant
Ranunculus,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Ericaceae,Plant
Geum,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Lonicera,Plant
Crepis,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Acacia,Plant
Bombus terrestris,Animal,visitsFlowersOf,Lamium,Plant
Bombus terrestris,Animal,visitsFlowersOf,Acer,Plant
Bombus terrestris,Animal,visitsFlowersOf,Trifolium,Plant
Medicago,Plant,flowersVisitedBy,Bombus terrestris,Animal
Silene,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Pinus,Plant
Castanea,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Heracleum,Plant
Bombus terrestris,Animal,visitsFlowersOf,Cistus,Plant
Bombus terrestris,Animal,visitsFlowersOf,Symphytum,Plant
Bombus terrestris,Animal,visitsFlowersOf,Viola,Plant
Rosaceae,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Rhinanthus,Plant
Bombus terrestris,Animal,visitsFlowersOf,Allium,Plant
Lonicera,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Crepis,Plant
Senecio,Plant,flowersVisitedBy,Bombus terrestris,Animal
Viola,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Silene,Plant
Bombus terrestris,Animal,visitsFlowersOf,Rosaceae,Plant
Bombus terrestris,Animal,visitsFlowersOf,Salix,Plant
Aesculus,Plant,flowersVisitedBy,Bombus terrestris,Animal
Vicia,Plant,flowersVisitedBy,Bombus terrestris,Animal
Allium,Plant,flowersVisitedBy,Bombus terrestris,Animal
Pinus,Plant,flowersVisitedBy,Bombus terrestris,Animal
Trifolium,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Campanula,Plant
Bombus terrestris,Animal,visitsFlowersOf,Medicago,Plant
Bombus terrestris,Animal,visitsFlowersOf,Tilia,Plant
Echium,Plant,flowersVisitedBy,Bombus terrestris,Animal
Cistus,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Centaurea,Plant
Bombus terrestris,Animal,visitsFlowersOf,Ranunculus,Plant
Bombus terrestris,Animal,visitsFlowersOf,Vicia,Plant
Acacia,Plant,flowersVisitedBy,Bombus terrestris,Animal
Acer,Plant,flowersVisitedBy,Bombus terrestris,Animal
Lamium,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Salvia,Plant
Heracleum,Plant,flowersVisitedBy,Bombus terrestris,Animal
Salix,Plant,flowersVisitedBy,Bombus terrestris,Animal
Salvia,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Castanea,Plant
Brassicaceae,Plant,flowersVisitedBy,Bombus terrestris,Animal
Symphytum,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Senecio,Plant
Bombus terrestris,Animal,visitsFlowersOf,Echium,Plant
Ericaceae,Plant,flowersVisitedBy,Bombus terrestris,Animal
Bombus terrestris,Animal,visitsFlowersOf,Plantago,Plant
Bombus terrestris,Animal,visitsFlowersOf,Geum,Plant
Spathius polonicus,Animal,ectoparasiteOf,Agrilus planipennis,Animal
Agrilus constantini,Animal,hasEctoparasite,Spathius polonicus,Animal
Trachypteris picta,Animal,hasEctoparasite,Spathius polonicus,Animal
Dicerca,Animal,hasEctoparasite,Spathius polonicus,Animal
Agrilus viridis,Animal,hasEctoparasite,Spathius polonicus,Animal
Agrilus planipennis,Animal,hasEctoparasite,Spathius polonicus,Animal
Anthaxia,Animal,hasEctoparasite,Spathius polonicus,Animal
Spathius polonicus,Animal,ectoparasiteOf,Anthaxia,Animal
Spathius polonicus,Animal,ectoparasiteOf,Anthaxia,Animal
Anthaxia,Animal,hasEctoparasite,Spathius polonicus,Animal
Coraebus fasciatus,Animal,hasEctoparasite,Spathius polonicus,Animal
Spathius polonicus,Animal,ectoparasiteOf,Sphenoptera,Animal
Spathius polonicus,Animal,ectoparasiteOf,Scolytus,Animal
Spathius polonicus,Animal,ectoparasiteOf,Coraebus fasciatus,Animal
Spathius polonicus,Animal,ectoparasiteOf,Trachypteris picta,Animal
Spathius polonicus,Animal,ectoparasiteOf,Agrilus constantini,Animal
Spathius polonicus,Animal,ectoparasiteOf,Trachypteris picta,Animal
Spathius polonicus,Animal,ectoparasiteOf,Agrilus viridis,Animal
Agrilus suvorovi,Animal,hasEctoparasite,Spathius polonicus,Animal
Spathius polonicus,Animal,ectoparasiteOf,Agrilus suvorovi,Animal
Sphenoptera,Animal,hasEctoparasite,Spathius polonicus,Animal
Scolytus,Animal,hasEctoparasite,Spathius polonicus,Animal
Lamprodila mirifica,Animal,hasEctoparasite,Spathius polonicus,Animal
Spathius polonicus,Animal,ectoparasiteOf,Dicerca,Animal
Trachypteris picta,Animal,hasEctoparasite,Spathius polonicus,Animal
Spathius polonicus,Animal,ectoparasiteOf,Lamprodila mirifica,Animal
Turdus merula,Animal,eats,Rubus,Plant
Turdus merula,Animal,eats,Rosa canina,Plant
Rubus,Plant,eatenBy,Turdus merula,Animal
Prunus spinosa,Plant,eatenBy,Turdus merula,Animal
Turdus merula,Animal,eats,Sambucus nigra,Plant
Turdus merula,Animal,eats,Crataegus monogyna,Plant
Hedera helix,Plant,eatenBy,Turdus merula,Animal
Crataegus monogyna,Plant,eatenBy,Turdus merula,Animal
Turdus merula,Animal,eats,Hedera helix,Plant
Rosa canina,Plant,eatenBy,Turdus merula,Animal
Sambucus nigra,Plant,eatenBy,Turdus merula,Animal
Turdus merula,Animal,eats,Prunus spinosa,Plant
Puccinia difformis,Fungi,parasiteOf,Galium aparine,Plant
Thalictrum isopyroides,Plant,hasParasite,Puccinia rhytismoides,Fungi
Uromyces mogianensis,Fungi,parasiteOf,Fritillaria gibbosa,Plant
Sanguisorba minor,Plant,hasParasite,Phragmidium sanguisorbae,Fungi
Astragalus citrinus,Plant,hasParasite,Uromyces transcaspicus,Fungi
Uromyces transcaspicus,Fungi,parasiteOf,Astragalus citrinus,Plant
Galium aparine,Plant,hasParasite,Puccinia difformis,Fungi
Fritillaria gibbosa,Plant,hasParasite,Uromyces mogianensis,Fungi
Puccinia jasmini,Fungi,parasiteOf,Chrysojasminum fruticans,Plant
Chrysojasminum fruticans,Plant,hasParasite,Puccinia jasmini,Fungi
Phragmidium sanguisorbae,Fungi,parasiteOf,Sanguisorba minor,Plant
Puccinia rhytismoides,Fungi,parasiteOf,Thalictrum isopyroides,Plant
Cadophora melinii,Fungi,hasHost,Fraxinus excelsior,Plant
Microsphaeropsis olivaceae,,hasHost,Fraxinus excelsior,Plant
Valsa ambiens,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Endocoryneum loculorum,
Acremonium sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Cadophora melinii,Fungi
Fraxinus excelsior,Plant,hostOf,Paraconiothyrium fuckelii,Fungi
Chalara sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Discula sp. (in: Sordariomycetes),Fungi
Fraxinus excelsior,Plant,hostOf,Sordaria fimicola,Fungi
Fraxinus excelsior,Plant,hostOf,Cytospora leucostoma,Fungi
Fraxinus excelsior,Plant,hostOf,Didymella macrostoma,Fungi
Fraxinus excelsior,Plant,hostOf,Chaetophoma,Fungi
Fraxinus excelsior,Plant,hostOf,Valsa ambiens,Fungi
Fraxinus excelsior,Plant,hostOf,Phomopsis velata,Fungi
Fraxinus excelsior,Plant,hostOf,Chalara sp.,Fungi
Botryosphaeria stevensii,Fungi,parasiteOf,Fraxinus excelsior,Plant
Discula sp. (in: Sordariomycetes),Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Alternaria alternata,Fungi
Fraxinus excelsior,Plant,hostOf,Microsphaeropsis olivaceae,
Cladosporium macrocarpum,Fungi,hasHost,Fraxinus excelsior,Plant
Paraconiothyrium fuckelii,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Cladosporium macrocarpum,Fungi
Fraxinus excelsior,Plant,hostOf,Cladosporium cladosporioides,Fungi
Fraxinus excelsior,Plant,hostOf,Penicillium,Fungi
Cytospora leucostoma,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Cryptosporiopsis sp.,Fungi
Mortierella,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Mortierella,Fungi
Cladosporium cladosporioides,Fungi,hasHost,Fraxinus excelsior,Plant
Phomopsis scobina,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Fusarium solani,Fungi
Fraxinus excelsior,Plant,hostOf,Cladosporium herbarum,Fungi
Fusarium solani,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Fusarium lateritium,Fungi
Cryptosporiopsis sp.,Fungi,hasHost,Fraxinus excelsior,Plant
Cladosporium herbarum,Fungi,hasHost,Fraxinus excelsior,Plant
Neonectria ditissima,Fungi,coOccursWith,Fraxinus excelsior,Plant
Phomopsis velata,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Acremonium sp.,Fungi
Fraxinus excelsior,Plant,hasParasite,Botryosphaeria stevensii,Fungi
Sordaria fimicola,Fungi,hasHost,Fraxinus excelsior,Plant
Chaetophoma,Fungi,hasHost,Fraxinus excelsior,Plant
Penicillium,Fungi,hasHost,Fraxinus excelsior,Plant
Endocoryneum loculorum,,hasHost,Fraxinus excelsior,Plant
Fusarium lateritium,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hostOf,Phomopsis scobina,Fungi
Alternaria alternata,Fungi,hasHost,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,coOccursWith,Neonectria ditissima,Fungi
Didymella macrostoma,Fungi,hasHost,Fraxinus excelsior,Plant
Dendrocopos medius,Animal,hasHabitat,Fraxinus excelsior,Plant
Betula pendula,Plant,createsHabitatFor,Dendrocopos medius,Animal
Populus,Plant,createsHabitatFor,Dendrocopos medius,Animal
Carpinus betulus,Plant,createsHabitatFor,Dendrocopos major,Animal
Fraxinus excelsior,Plant,createsHabitatFor,Dendrocopos medius,Animal
Dendrocopos major,Animal,hasHabitat,Populus,Plant
Dendrocopos medius,Animal,hasHabitat,Populus,Plant
Dendrocopos medius,Animal,hasHabitat,Betula pendula,Plant
Salix,Plant,createsHabitatFor,Dendrocopos medius,Animal
Dendrocopos medius,Animal,hasHabitat,Salix,Plant
Populus,Plant,createsHabitatFor,Dendrocopos major,Animal
Tilia cordata,Plant,createsHabitatFor,Dendrocopos major,Animal
Fraxinus excelsior,Plant,createsHabitatFor,Dendrocopos major,Animal
Dendrocopos major,Animal,hasHabitat,Fraxinus excelsior,Plant
Dendrocopos medius,Animal,hasHabitat,Acer campestre,Plant
Dendrocopos major,Animal,hasHabitat,Alnus glutinosa,Plant
Quercus robur,Plant,createsHabitatFor,Dendrocopos medius,Animal
Acer campestre,Plant,createsHabitatFor,Dendrocopos medius,Animal
Dendrocopos major,Animal,hasHabitat,Quercus robur,Plant
Dendrocopos major,Animal,hasHabitat,Tilia cordata,Plant
Quercus robur,Plant,createsHabitatFor,Dendrocopos major,Animal
Alnus glutinosa,Plant,createsHabitatFor,Dendrocopos major,Animal
Dendrocopos major,Animal,hasHabitat,Carpinus betulus,Plant
Dendrocopos medius,Animal,hasHabitat,Quercus robur,Plant
Bufo bufo,Animal,eatenBy,Astacus leptodactylus,Animal
Astacus leptodactylus,Animal,eats,Bufo bufo,Animal
Austropotamobius pallipes,Animal,eats,Bufo bufo,Animal
Procambarus clarkii,Animal,eats,Rana italica,Animal
Pelophylax lessonae,Animal,eatenBy,Procambarus clarkii,Animal
Pelophylax lessonae,Animal,eatenBy,Austropotamobius pallipes,Animal
Procambarus clarkii,Animal,eats,Pelophylax lessonae,Animal
Pelophylax lessonae,Animal,eatenBy,Procambarus clarkii,Animal
Bufo bufo,Animal,eatenBy,Procambarus clarkii,Animal
Bufo bufo,Animal,eatenBy,Austropotamobius pallipes,Animal
Pelophylax lessonae,Animal,eatenBy,Austropotamobius pallipes,Animal
Rana italica,Animal,eatenBy,Procambarus clarkii,Animal
Procambarus clarkii,Animal,eats,Bufo bufo,Animal
Procambarus clarkii,Animal,eats,Pelophylax lessonae,Animal
Austropotamobius pallipes,Animal,eats,Pelophylax lessonae,Animal
Austropotamobius pallipes,Animal,eats,Pelophylax lessonae,Animal
Lampyris noctiluca,Animal,eatenBy,Bufo bufo,Animal
Bufo bufo,Animal,eats,Lampyris noctiluca,Animal
Cecidophyes rouhollahi,Animal,parasiteOf,Galium spurium,Plant
Cecidophyes rouhollahi,Animal,parasiteOf,Galium aparine,Plant
Cecidophyes galii,Animal,parasiteOf,Galium aparine,Plant
Galium aparine,Plant,hasParasite,Cecidophyes galii,Animal
Cecidophyes galii,Animal,parasiteOf,Galium spurium,Plant
Galium spurium,Plant,hasParasite,Cecidophyes galii,Animal
Galium spurium,Plant,hasParasite,Cecidophyes rouhollahi,Animal
Galium aparine,Plant,hasParasite,Cecidophyes rouhollahi,Animal
Abies nordmanniana,Plant,hostOf,Viscum album,Plant
Pinus halepensis,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Abies alba,Plant
Salix alba,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Acer platanoides,Plant
Acer platanoides,Plant,hostOf,Viscum album,Plant
Abies cilicica,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Pinus pinaster,Plant
Pinus sylvestris,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Populus,Plant
Viscum album,Plant,hasHost,Crataegus,Plant
Castanea sativa,Plant,hostOf,Viscum album,Plant
Abies nordmanniana subsp. equi-trojani,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Acer campestre,Plant
Viscum album,Plant,hasHost,Abies nordmanniana,Plant
Pyrus communis,Plant,hostOf,Viscum album,Plant
Acer campestre,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Salix caprea,Plant
Viscum album,Plant,hasHost,Abies cephalonica,Plant
Viscum album,Plant,hasHost,Salix alba,Plant
Viscum album,Plant,hasHost,Robinia pseudoacacia,Plant
Populus,Plant,hostOf,Viscum album,Plant
Betula,Plant,hostOf,Viscum album,Plant
Pinus pinaster,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Castanea sativa,Plant
Viscum album,Plant,hasHost,Pinus nigra,Plant
Pyrus elaeagrifolia,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Pyrus communis,Plant
Viscum album,Plant,hasHost,Betula,Plant
Sorbus aria,Plant,hostOf,Viscum album,Plant
Salix caprea,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Pinus,Plant
Viscum album,Plant,hasHost,Malus,Plant
Viscum album,Plant,hasHost,Tilia platyphyllos,Plant
Viscum album,Plant,hasHost,Pinus sylvestris,Plant
Prunus dulcis,Plant,hostOf,Viscum album,Plant
Abies cephalonica,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Abies nordmanniana subsp. equi-trojani,Plant
Robinia pseudoacacia,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Prunus padus,Plant
Pinus nigra,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Sorbus aria,Plant
Tilia cordata,Plant,hostOf,Viscum album,Plant
Crataegus,Plant,hostOf,Viscum album,Plant
Pinus,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Tilia cordata,Plant
Acer,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Pyrus elaeagrifolia,Plant
Viscum album,Plant,hasHost,Abies cilicica,Plant
Prunus padus,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Prunus dulcis,Plant
Viscum album,Plant,hasHost,Acer,Plant
Malus,Plant,hostOf,Viscum album,Plant
Abies alba,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Quercus robur,Plant
Tilia platyphyllos,Plant,hostOf,Viscum album,Plant
Populus nigra,Plant,hostOf,Viscum album,Plant
Viscum album,Plant,hasHost,Populus nigra,Plant
Viscum album,Plant,hasHost,Pinus halepensis,Plant
Quercus robur,Plant,hostOf,Viscum album,Plant
Ixodes ricinus,Animal,hasHost,Capreolus capreolus,Animal
Periparus ater,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Fringilla,Animal
Ixodes ricinus,Animal,hasHost,Mustela putorius,Animal
Ixodes ricinus,Animal,hasHost,Neomys anomalus,Animal
Ixodes ricinus,Animal,hasHost,Periparus ater,Animal
Ixodes ricinus,Animal,hasHost,Turdus,Animal
Ixodes ricinus,Animal,hasHost,Talpa europaea,Animal
Ixodes ricinus,Animal,hasHost,Erithacus rubecula,Animal
Neomys anomalus,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Mustela erminea,Animal
Meles meles,Animal,hostOf,Ixodes ricinus,Animal
Artiodactyla,Animal,hostOf,Ixodes ricinus,Animal
Mustela putorius,Animal,hostOf,Ixodes ricinus,Animal
Vulpes vulpes,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Sus scrofa,Animal
Neomys,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Vulpes vulpes,Animal
Ixodes ricinus,Animal,hasHost,Apodemus,Animal
Fringilla,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Meles meles,Animal
Ixodes ricinus,Animal,hasHost,Neomys,Animal
Periparus ater,Animal,hostOf,Ixodes ricinus,Animal
Sylvia atricapilla,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Sylvia atricapilla,Animal
Ixodes ricinus,Animal,hasHost,Pyrrhula,Animal
Sciurus vulgaris,Animal,hostOf,Ixodes ricinus,Animal
Sus scrofa,Animal,hostOf,Ixodes ricinus,Animal
Apodemus,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Garrulus glandarius,Animal
Mustela erminea,Animal,hostOf,Ixodes ricinus,Animal
